ID_Estudio;ID_Encuestado;Nivel de estudio;Estado;Carrera;Universidad
1656;3576;Terciario;Completo;Analista de Sistemas;
1657;3577;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1658;3578;Universitario;Completo;Ingenierí?a Electrónica;ITBA Instituto Tecnológico de Buenos Aires
1659;3579;Universitario;Completo;Licenciatura en Informí¡tica;UADE - Universidad Argentina De la Empresa
1659;3580;;;;
1659;3581;;;;
1659;3582;;;;
1659;3583;;;;
1659;3584;;;;
1660;3585;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1660;3586;;;;
1660;3587;;;;
1660;3588;;;;
1660;3589;;;;
1661;3590;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1661;3591;;;;
1661;3592;;;;
1661;3593;;;;
1661;3594;;;;
1662;3595;Universitario;Completo;Licenciatura en sistemas;UNLP - Universidad Nacional de La Plata
1662;3596;;;;
1662;3597;;;;
1662;3598;;;;
1663;3599;Universitario;En curso;Psicológia;UBA - Universidad de Buenos Aires
1664;3600;Terciario;En curso;Tecnicatura Universitaria en Licenciatura en Administración de Empresas de Negocios;UNCUYO - Universidad Nacional de Cuyo
1665;3601;Posgrado/Especialización;Completo;Gestión Gerencial. Dirección Estratégica;UTN - Universidad Tecnológica Nacional
1666;3602;Universitario;Completo;Diseí±o Grí¡fico;UNR - Universidad Nacional de Rosario
1666;3603;;;;
1666;3604;;;;
1667;3605;Universitario;En curso;Analista de Computación;UNRC - Universidad Nacional de Rí?o Cuarto
1668;3606;Terciario;Completo;Telecomunicaciones;UTN - Universidad Tecnológica Nacional
1669;3607;Universitario;En curso;Licenciatura en Ciencias de la Computación;UNC - Universidad Nacional de Córdoba
1669;3608;;;;
1670;3609;Universitario;Completo;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
1671;3610;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1672;3611;Universitario;En curso;Analista Programador;UAI - Universidad Abierta Interamericana
1672;3612;;;;
1673;3613;Terciario;Completo;Tecnicatura Superior en Aní¡lisis de Sistemas;
1674;3614;Universitario;Completo;Licenciatura en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
1674;3615;;;;
1674;3616;;;;
1675;3617;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1676;3618;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1676;3619;;;;
1676;3620;;;;
1676;3621;;;;
1677;3622;Terciario;En curso;Analista de Sistemas;UP - Universidad de Palermo
1677;3623;;;;
1677;3624;;;;
1677;3625;;;;
1677;3626;;;;
1678;3627;Secundario;Completo;Autodidacta;
1679;3628;Universitario;Incompleto;Licenciatura en Fisica;UNR - Universidad Nacional de Rosario
1680;3629;Terciario;Completo;Analista de Sistemas;ORT
1680;3630;;;;
1680;3631;;;;
1680;3632;;;;
1681;3633;Terciario;Completo;Profesorado en Informí¡tica;
1682;3634;Universitario;Completo;Analista de Sistemas;UAP - Universidad Adventista del Plata
1683;3635;Terciario;Incompleto;Analista de Sistemas;ORT
1684;3636;Secundario;Completo;;
1685;3637;Universitario;Incompleto;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
1686;3638;Maestrí?a;En curso;Licenciatura en Letras;UBA - Universidad de Buenos Aires
1687;3639;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1687;3640;;;;
1687;3641;;;;
1688;3642;Universitario;Completo;Ingenierí?a Electrónica;UNR - Universidad Nacional de Rosario
1689;3643;Universitario;Completo;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
1690;3644;Universitario;Incompleto;Licenciatura en Historia;UBA - Universidad de Buenos Aires
1690;3645;;;;
1691;3646;Universitario;En curso;Tecnicatura en Programación;UNSAM - Universidad de San Martí?n
1691;3647;;;;
1692;3648;Secundario;Completo;;
1693;3649;Universitario;En curso;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
1693;3650;;;;
1694;3651;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1694;3652;;;;
1695;3653;Universitario;Incompleto;Diseí±o Grí¡fico;UBA - Universidad de Buenos Aires
1696;3654;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1696;3655;;;;
1697;3656;Universitario;En curso;Ingenierí?a Industrial;ITBA Instituto Tecnológico de Buenos Aires
1698;3657;Maestrí?a;Completo;Ingenierí?a en Informí¡tica;UADE - Universidad Argentina De la Empresa
1699;3658;Terciario;En curso;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
1700;3659;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1701;3660;Universitario;En curso;Licenciatura en Sistemas de Información;UBA - Universidad de Buenos Aires
1701;3661;;;;
1701;3662;;;;
1702;3663;Terciario;Completo;Tecnicatura Electrónica;
1702;3664;;;;
1702;3665;;;;
1702;3666;;;;
1703;3667;Terciario;Incompleto;Analista Programador Universitario;UTN - Universidad Tecnológica Nacional
1704;3668;Universitario;Completo;Ingenierí?a Electrónica;
1705;3669;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1705;3670;;;;
1705;3671;;;;
1705;3672;;;;
1706;3673;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1706;3674;;;;
1706;3675;;;;
1707;3676;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1708;3677;Universitario;Completo;Ingenierí?a en Telecomunicaciones;UBP - Universidad Blas Pascal
1709;3678;Universitario;En curso;Licenciatura en Sistemas de Información;UNGS - Universidad Nacional de General Sarmiento
1710;3679;Terciario;En curso;Tecnicatura Superior en Aní¡lisis de Sistemas;ISTEA - Instituto Superior Tecnológico Empresarial Argentino
1710;3680;;;;
1711;3681;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
1711;3682;;;;
1712;3683;Terciario;Completo;Tecnicatura en Informí¡tica;UNGS - Universidad Nacional de General Sarmiento
1712;3684;;;;
1713;3685;Terciario;Completo;Analista de Sistemas;
1714;3686;Universitario;En curso;Ingenierí?a en Informí¡tica;UADE - Universidad Argentina De la Empresa
1714;3687;;;;
1715;3688;Universitario;Incompleto;Ingenierí?a Electrónica;UNLP - Universidad Nacional de La Plata
1716;3689;Universitario;Incompleto;Tecnicatura Superior en Programación;
1716;3690;;;;
1716;3691;;;;
1717;3692;Universitario;Completo;Analista de Computación;UBA - Universidad de Buenos Aires
1717;3693;;;;
1718;3694;Posgrado/Especialización;Completo;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
1719;3695;Posgrado/Especialización;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1719;3696;;;;
1720;3697;Terciario;En curso;Lic en produccion de videojuegos;
1720;3698;;;;
1720;3699;;;;
1721;3700;Universitario;Completo;Ingenierí?a Industrial;
1721;3701;;;;
1721;3702;;;;
1722;3703;Universitario;En curso;Licenciatura en Sistemas de Información;UNLP - Universidad Nacional de La Plata
1723;3704;Universitario;En curso;Licenciatura en Sistemas de Información;UADE - Universidad Argentina De la Empresa
1724;3705;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1724;3706;;;;
1724;3707;;;;
1724;3708;;;;
1724;3709;;;;
1724;3710;;;;
1724;3711;;;;
1725;3712;Secundario;Completo;;
1725;3713;;;;
1725;3714;;;;
1725;3715;;;;
1725;3716;;;;
1725;3717;;;;
1725;3718;;;;
1726;3719;Maestrí?a;Completo;Licenciatura en Administración de Empresas;
1726;3720;;;;
1726;3721;;;;
1727;3722;Universitario;Completo;Licenciatura en Sistemas de Información;UBA - Universidad de Buenos Aires
1728;3723;Universitario;En curso;Licenciatura en Seguridad Informí¡tica;Universidad Siglo 21
1729;3724;Universitario;Incompleto;Ingenierí?a Electrónica;UNLP - Universidad Nacional de La Plata
1730;3725;Universitario;Completo;Ingenierí?a en Informí¡tica;UCA - Universidad Católica Argentina
1730;3726;;;;
1731;3727;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1732;3728;Universitario;Completo;Técnicatura en Redes y Telecomunicaciones;UNCUYO - Universidad Nacional de Cuyo
1732;3729;;;;
1733;3730;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1733;3731;;;;
1733;3732;;;;
1733;3733;;;;
1734;3734;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1735;3735;Universitario;En curso;Tecnicatura Superior en Aní¡lisis de Sistemas;
1735;3736;;;;
1735;3737;;;;
1735;3738;;;;
1735;3739;;;;
1735;3740;;;;
1735;3741;;;;
1735;3742;;;;
1736;3743;Secundario;Completo;;
1736;3744;;;;
1736;3745;;;;
1737;3746;Terciario;Completo;Tecnicatura Superior en Sistemas Informí¡ticos;UTN - Universidad Tecnológica Nacional
1738;3747;Universitario;En curso;Licenciatura en Ciencias de Datos;UBA - Universidad de Buenos Aires
1738;3748;;;;
1738;3749;;;;
1738;3750;;;;
1738;3751;;;;
1738;3752;;;;
1738;3753;;;;
1739;3754;Maestrí?a;En curso;Ingenierí?a Industrial;UBA - Universidad de Buenos Aires
1739;3755;;;;
1739;3756;;;;
1739;3757;;;;
1739;3758;;;;
1739;3759;;;;
1740;3760;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1741;3761;Universitario;Incompleto;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
1741;3762;;;;
1741;3763;;;;
1741;3764;;;;
1742;3765;Universitario;En curso;Ingenierí?a Industrial;UTN - Universidad Tecnológica Nacional
1742;3766;;;;
1743;3767;Universitario;Completo;Ingenierí?a en Computación;UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
1744;3768;Universitario;Completo;Ingenierí?a Industrial;Universidad Siglo 21
1745;3769;Terciario;Incompleto;Tecnicatura en Informí¡tica;UTN - Universidad Tecnológica Nacional
1746;3770;Universitario;Incompleto;Ingenierí?a en Telecomunicaciones;UNSAM - Universidad de San Martí?n
1747;3771;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1747;3772;;;;
1748;3773;Universitario;Completo;Licenciatura en Informí¡tica;UM - Universidad de Morón
1749;3774;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
1750;3775;Universitario;En curso;Analista Programador Universitario;UNLP - Universidad Nacional de La Plata
1751;3776;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UTN - Universidad Tecnológica Nacional
1751;3777;;;;
1751;3778;;;;
1752;3779;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1753;3780;Posgrado/Especialización;Completo;Ingenierí?a Industrial;
1754;3781;Posgrado/Especialización;En curso;Gestión estratégica de sistemas y tecnologí?as de la información;UBA - Universidad de Buenos Aires
1754;3782;;;;
1755;3783;Posgrado/Especialización;Completo;Ingenierí?a en Software;Universidad Siglo 21
1756;3784;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
1757;3785;Secundario;Completo;Maestro Mayor de Obras;UM - Universidad de Morón
1757;3786;;;;
1758;3787;Terciario;En curso;Diseí±o Grí¡fico;UNCUYO - Universidad Nacional de Cuyo
1759;3788;Terciario;Completo;Tecnicatura en Informí¡tica;
1760;3789;Terciario;Completo;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
1761;3790;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1762;3791;Universitario;En curso;Licenciatura en Ciencias de la Computación;UNR - Universidad Nacional de Rosario
1763;3792;Terciario;En curso;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional
1763;3793;;;;
1763;3794;;;;
1764;3795;Terciario;Completo;Analista Universitario de Sistemas;UNR - Universidad Nacional de Rosario
1764;3796;;;;
1764;3797;;;;
1764;3798;;;;
1764;3799;;;;
1765;3800;Universitario;En curso;Ingenierí?a en Informí¡tica;ITBA Instituto Tecnológico de Buenos Aires
1765;3801;;;;
1765;3802;;;;
1766;3803;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1767;3804;Universitario;En curso;Licenciatura en Diseí±o Digital en la UDE (Universidad del Este La Plata, agréguenla por favor);
1767;3805;;;;
1768;3806;Universitario;En curso;Licenciatura en Informí¡tica;UNLP - Universidad Nacional de La Plata
1769;3807;Secundario;Completo;;
1769;3808;;;;
1770;3809;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
1771;3810;Posgrado/Especialización;Completo;Ingenierí?a Industrial;UBA - Universidad de Buenos Aires
1771;3811;;;;
1771;3812;;;;
1772;3813;Universitario;Completo;Diseí±o Multimedial;UADE - Universidad Argentina De la Empresa
1772;3814;;;;
1773;3815;Posgrado/Especialización;Completo;Licenciatura en Relaciones Internacionales;
1774;3816;Terciario;Incompleto;Analista de Sistemas;
1775;3817;Universitario;Completo;Analista de Computación;UNC - Universidad Nacional de Córdoba
1775;3818;;;;
1775;3819;;;;
1775;3820;;;;
1776;3821;Posdoctorado;Completo;Doctor en Neurociencias;UNC - Universidad Nacional de Córdoba
1776;3822;;;;
1777;3823;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1778;3824;Universitario;Incompleto;Ingenierí?a quí?mica;UTN - Universidad Tecnológica Nacional
1779;3825;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1780;3826;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1781;3827;Maestrí?a;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1781;3828;;;;
1781;3829;;;;
1781;3830;;;;
1781;3831;;;;
1781;3832;;;;
1781;3833;;;;
1781;3834;;;;
1781;3835;;;;
1781;3836;;;;
1781;3837;;;;
1782;3838;Maestrí?a;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1782;3839;;;;
1783;3840;Universitario;Completo;Ingenierí?a en Informí¡tica;UCA - Universidad Católica Argentina
1783;3841;;;;
1783;3842;;;;
1784;3843;Maestrí?a;En curso;Ingenierí?a en Informí¡tica;UM - Universidad de Morón
1784;3844;;;;
1785;3845;Posgrado/Especialización;Completo;Diseí±o de Imí¡gen y Sonido;UNLA - Universidad Nacional de Laníºs
1785;3846;;;;
1785;3847;;;;
1785;3848;;;;
1785;3849;;;;
1785;3850;;;;
1786;3851;Maestrí?a;En curso;Licenciatura en Matemí¡tica;
1787;3852;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1787;3853;;;;
1788;3854;Doctorado;En curso;Licenciatura en Sistemas de Información;
1789;3855;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UAI - Universidad Abierta Interamericana
1790;3856;Terciario;Completo;Tecnicatura Superior en Sistemas Informí¡ticos;ISTEA - Instituto Superior Tecnológico Empresarial Argentino
1791;3857;Universitario;En curso;Licenciatura en Informí¡tica;UP - Universidad de Palermo
1792;3858;Terciario;Completo;Tecnicatura Superior en Sistemas Informí¡ticos;
1793;3859;Universitario;Completo;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
1794;3860;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
1795;3861;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1795;3862;;;;
1796;3863;Universitario;Incompleto;Ingenierí?a en Informí¡tica;ORT
1796;3864;;;;
1796;3865;;;;
1796;3866;;;;
1796;3867;;;;
1797;3868;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UNR - Universidad Nacional de Rosario
1798;3869;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1799;3870;Universitario;En curso;Licenciatura en Sistemas de Información;UNCOMA - Universidad Nacional del Comahu
1799;3871;;;;
1800;3872;Universitario;Completo;Analista de Sistemas;UNLP - Universidad Nacional de La Plata
1801;3873;Doctorado;En curso;Licenciatura en Sistemas;UNNNE - Universidad Nacional del Nordeste
1801;3874;;;;
1801;3875;;;;
1802;3876;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1802;3877;;;;
1802;3878;;;;
1802;3879;;;;
1802;3880;;;;
1802;3881;;;;
1802;3882;;;;
1803;3883;Universitario;Completo;Ingenierí?a en Computación;
1804;3884;Universitario;En curso;Tecnicatura en Informí¡tica;UNNOBA - Universidad Nacional del Noroeste de la Provincia de Buenos Aires
1805;3885;Universitario;En curso;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
1806;3886;Posgrado/Especialización;Completo;Ingenierí?a en Sistemas de Información;UNLaM - Universidad Nacional de La Matanza
1806;3887;;;;
1806;3888;;;;
1806;3889;;;;
1807;3890;Universitario;En curso;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
1808;3891;Terciario;En curso;Tecnicatura Superior en Aní¡lisis de Sistemas;
1809;3892;Posgrado/Especialización;En curso;Ingenierí?a en Informí¡tica;UP - Universidad de Palermo
1810;3893;Universitario;En curso;Licenciatura en Matemí¡tica;UNCOMA - Universidad Nacional del Comahu
1810;3894;;;;
1810;3895;;;;
1811;3896;Maestrí?a;En curso;Licenciatura en Sistemas de Información;USAL - Universidad del Salvador
1811;3897;;;;
1811;3898;;;;
1812;3899;Universitario;En curso;Tecnicatura en Programación;UNSAM - Universidad de San Martí?n
1812;3900;;;;
1812;3901;;;;
1812;3902;;;;
1812;3903;;;;
1813;3904;Universitario;En curso;Licenciatura en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
1814;3905;Universitario;Incompleto;Analista Universitario de Sistemas;UTN - Universidad Tecnológica Nacional
1815;3906;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1816;3907;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1817;3908;Universitario;En curso;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
